image,xmin,ymin,xmax,ymax,class_name
2015_01671.jpg,131,245,176,346,cup
2015_01671.jpg,186,249,229,348,cup
2015_01671.jpg,4,233,331,421,table
2015_00921.jpg,93,325,147,369,boat
2015_00921.jpg,192,309,273,373,boat
2015_00921.jpg,338,307,402,348,boat
2015_00022.jpg,71,159,275,474,bicycle
2015_00022.jpg,37,169,71,246,people
2015_01831.jpg,82,53,139,170,bottle
2015_01831.jpg,196,71,245,197,bottle
2015_01352.jpg,261,198,307,313,bottle
2015_01352.jpg,7,215,477,358,table
2015_01352.jpg,365,5,439,123,people
2015_01352.jpg,191,46,435,315,people
2015_00278.jpg,288,103,405,230,bicycle
2015_00278.jpg,298,5,381,198,people
2015_00973.jpg,421,272,487,316,boat
2015_03139.jpg,190,411,456,683,cat
2015_01477.jpg,242,14,409,558,bottle
2015_01477.jpg,88,211,213,389,cup
2015_03772.jpg,133,137,221,229,cat
2015_03772.jpg,260,186,327,268,cat
2015_03772.jpg,274,49,364,146,cat
2015_03355.JPEG,222,176,317,248,cat
2015_00946.jpg,414,162,500,235,boat
2015_03648.jpg,416,182,548,286,cat
2015_03304.jpg,212,282,372,415,cat
2015_03304.jpg,319,144,497,234,car
2015_00966.jpg,92,265,265,313,boat
2015_00966.jpg,364,228,518,343,boat
2015_01152.JPEG,131,270,331,496,boat
2015_00412.jpg,73,301,345,604,bicycle
2015_00412.jpg,171,162,194,205,people
2015_00412.jpg,464,141,477,174,people
2015_00538.jpg,602,3,856,426,bicycle
2015_00538.jpg,542,148,676,410,bicycle
2015_00538.jpg,241,262,315,362,car
2015_00538.jpg,50,229,262,394,car
2015_03592.jpg,38,64,398,589,cat
2015_01876.png,54,199,129,400,bottle
2015_01876.png,2,340,544,400,table
2015_01876.png,167,48,289,335,people
2015_01876.png,435,85,631,334,people
2015_01706.JPEG,271,266,304,367,bottle
2015_01706.JPEG,140,267,483,400,table
2015_01159.JPEG,147,32,359,248,boat
2015_01159.JPEG,214,208,241,229,people
2015_01159.JPEG,191,208,209,228,people
2015_01159.JPEG,250,204,276,225,people
2015_03242.jpg,190,277,232,307,cat
2015_01499.jpg,96,79,201,386,bottle
2015_01499.jpg,322,154,440,248,people
2015_01499.jpg,511,146,620,257,people
2015_00823.jpg,9,184,802,544,boat
2015_03121.jpg,5,7,487,371,cat
2015_01614.jpg,114,174,182,319,bottle
2015_01614.jpg,184,219,285,340,bottle
2015_03730.jpg,151,199,654,592,cat
2015_00101.jpg,381,217,463,277,bicycle
2015_00662.jpg,425,479,595,599,boat
2015_00662.jpg,517,420,604,485,boat
2015_00662.jpg,131,528,313,627,people
2015_00662.jpg,244,478,390,566,people
2015_00662.jpg,332,453,445,512,people
2015_00662.jpg,426,427,515,469,people
2015_00213.jpg,9,265,109,344,bicycle
2015_00213.jpg,266,251,330,314,bicycle
2015_01214.jpg,152,266,461,642,boat
2015_01852.jpg,313,112,352,198,bottle
2015_01852.jpg,218,236,548,424,car
2015_01852.jpg,200,95,338,513,people
2015_00595.jpg,574,272,702,436,bicycle
2015_00595.jpg,300,258,334,344,people
2015_00595.jpg,345,250,393,335,people
2015_00595.jpg,449,269,476,331,people
2015_00595.jpg,478,258,507,331,people
2015_00595.jpg,18,268,131,382,bicycle
2015_00968.jpg,378,287,529,401,boat
2015_03251.jpg,288,270,336,339,cat
2015_01803.JPEG,86,45,277,497,bottle
2015_01803.JPEG,2,105,372,498,table
2015_00009.jpg,174,151,344,254,bicycle
2015_00009.jpg,346,154,467,252,bicycle
2015_00009.jpg,241,87,307,245,people
2015_00009.jpg,302,83,379,249,people
2015_01466.jpg,184,61,256,297,bottle
2015_01842.jpg,190,106,304,466,bottle
2015_01842.jpg,650,9,872,360,chair
2015_01842.jpg,3,148,894,595,table
2015_01793.jpg,43,84,66,156,bottle
2015_01793.jpg,75,88,101,151,bottle
2015_01793.jpg,96,67,115,123,bottle
2015_01793.jpg,452,109,465,154,bottle
2015_01793.jpg,475,113,496,157,bottle
2015_01793.jpg,362,1,432,254,people
2015_01793.jpg,109,4,165,100,people
2015_01793.jpg,58,21,105,105,people
2015_01793.jpg,103,17,223,247,people
2015_01793.jpg,175,215,275,367,dog
2015_01793.jpg,123,24,395,371,people
2015_01793.jpg,4,101,166,368,table
2015_01439.jpg,76,227,116,320,bottle
2015_01439.jpg,4,238,167,370,table
2015_01439.jpg,146,9,450,370,people
2015_01295.jpg,2,255,168,408,boat
2015_01295.jpg,100,231,127,256,people
2015_01295.jpg,207,201,239,229,boat
2015_01295.jpg,272,196,300,223,boat
2015_03558.jpg,129,115,690,515,cat
2015_00405.jpg,279,227,336,264,bicycle
2015_00405.jpg,48,358,208,421,bicycle
2015_00405.jpg,457,219,621,279,car
2015_00405.jpg,307,212,324,249,people
2015_00405.jpg,274,206,293,245,people
2015_00405.jpg,294,212,320,268,people
2015_00405.jpg,370,206,399,265,people
2015_00405.jpg,376,226,417,312,people
2015_00405.jpg,432,219,484,311,people
2015_03133.jpg,76,330,144,399,cat
2015_00857.jpg,52,250,172,283,boat
2015_00857.jpg,265,250,347,276,boat
2015_00857.jpg,326,236,367,256,car
2015_03421.jpg,124,225,270,416,cat
2015_00818.jpg,305,249,368,303,boat
2015_00818.jpg,43,226,95,254,boat
2015_03515.jpg,224,159,442,297,cat
2015_00525.jpg,121,313,442,629,bicycle
2015_00525.jpg,416,295,621,574,bicycle
2015_00525.jpg,571,263,742,506,bicycle
2015_03413.jpg,400,346,511,555,cat
2015_03413.jpg,13,107,522,514,chair
2015_00352.jpg,206,34,341,258,bicycle
2015_00352.jpg,507,101,638,263,bicycle
2015_03405.jpg,177,92,534,382,cat
2015_01213.jpg,212,451,407,558,boat
2015_01452.jpg,109,156,616,361,bottle
2015_03327.jpg,6,22,339,605,cat
2015_00450.jpg,360,188,595,493,bicycle
2015_00450.jpg,192,190,267,313,bicycle
2015_00450.jpg,377,21,594,427,people
2015_03533.jpg,618,277,914,618,cat
2015_03236.jpg,99,247,157,318,cat
2015_03236.jpg,296,112,313,155,people
2015_03236.jpg,312,110,329,153,people
2015_03236.jpg,347,153,375,211,people
2015_03184.jpg,145,198,256,307,cat
2015_01596.jpg,675,123,859,624,bottle
2015_01198.jpg,194,43,739,495,boat
2015_01198.jpg,3,255,127,403,boat
2015_03077.jpg,179,318,199,357,cat
2015_01630.jpg,434,479,526,764,bottle
2015_01630.jpg,94,477,195,753,bottle
2015_01630.jpg,56,242,414,669,people
2015_01630.jpg,12,630,587,792,table
2015_00216.jpg,20,214,187,479,bicycle
2015_01104.jpg,131,111,244,287,boat
2015_01104.jpg,184,205,205,254,people
2015_03700.jpg,13,220,209,498,cat
2015_03700.jpg,257,233,404,433,cat
2015_00851.jpg,216,177,432,323,boat
2015_00851.jpg,115,191,302,328,boat
2015_00851.jpg,3,218,169,328,boat
2015_01681.jpg,21,171,57,284,bottle
2015_01681.jpg,283,187,315,246,bottle
2015_01681.jpg,322,202,353,240,cup
2015_01681.jpg,93,66,199,237,people
2015_00771.jpg,7,314,77,383,boat
2015_00771.jpg,131,205,180,247,boat
2015_00771.jpg,74,234,106,267,boat
2015_00771.jpg,23,209,35,226,people
2015_01290.jpg,37,30,526,710,boat
2015_01290.jpg,506,93,740,555,boat
2015_01290.jpg,12,438,70,485,boat
2015_01290.jpg,106,420,210,470,boat
2015_01290.jpg,258,412,363,459,boat
2015_01496.jpg,362,79,597,890,bottle
2015_01262.jpg,450,291,750,360,boat
2015_01431.jpg,133,148,197,341,bottle
2015_01431.jpg,8,2,437,362,people
2015_00219.jpg,271,327,380,488,bicycle
2015_00219.jpg,312,282,391,424,motorbike
2015_01122.png,414,455,563,637,boat
2015_01122.png,214,631,433,903,boat
2015_03110.jpg,648,107,890,495,cat
2015_00214.jpg,13,253,331,494,bicycle
2015_00214.jpg,6,226,97,296,bicycle
2015_03601.jpg,25,9,736,553,cat
2015_03437.jpg,428,156,574,306,cat
2015_01503.jpg,115,432,421,889,bottle
2015_00152.jpg,288,160,465,464,bicycle
2015_00152.jpg,3,88,263,284,bicycle
2015_00152.jpg,283,2,450,344,people
2015_00749.jpg,105,31,380,234,boat
2015_00972.jpg,15,136,317,301,boat
2015_00879.jpg,51,201,123,246,boat
2015_00879.jpg,133,183,175,211,boat
2015_00879.jpg,8,167,49,184,car
2015_00879.jpg,456,173,492,191,car
2015_03719.jpg,142,43,435,345,cat
2015_01770.jpg,350,539,464,814,bottle
2015_01770.jpg,497,539,583,800,bottle
2015_01770.jpg,202,565,384,643,bottle
2015_01770.jpg,447,3,726,790,people
2015_00861.jpg,163,50,382,218,boat
2015_00861.jpg,244,84,332,160,people
2015_00762.jpg,155,279,191,311,boat
2015_00334.jpg,86,386,236,477,bicycle
2015_00334.jpg,263,377,323,432,bicycle
2015_00334.jpg,45,377,167,450,bicycle
2015_00334.jpg,271,344,309,428,people
2015_00334.jpg,217,346,246,411,people
2015_00334.jpg,148,333,200,447,people
2015_00334.jpg,91,335,143,451,people
2015_00334.jpg,317,347,360,371,car
2015_00334.jpg,530,343,635,391,car
2015_00334.jpg,380,345,572,424,car
2015_03547.jpg,163,180,570,564,cat
2015_01698.JPEG,121,14,281,498,bottle
2015_00650.jpg,54,493,372,871,bicycle
2015_00650.jpg,428,571,456,617,people
2015_00650.jpg,453,569,484,641,people
2015_00650.jpg,480,568,505,628,people
2015_03496.jpg,140,110,471,483,cat
2015_03062.jpg,132,93,526,708,cat
2015_03454.jpg,401,110,599,324,cat
2015_03155.jpg,61,50,412,479,cat
2015_00612.jpg,8,598,407,1185,bicycle
2015_00612.jpg,620,487,656,576,people
2015_00612.jpg,575,491,623,575,bicycle
2015_01200.jpg,118,55,866,575,boat
2015_00738.jpg,253,18,360,274,boat
2015_03266.jpg,81,56,516,618,cat
2015_00121.jpg,67,199,286,346,bicycle
2015_00121.jpg,81,117,227,315,people
2015_00317.jpg,201,16,631,468,bicycle
2015_03291.jpg,129,254,253,349,cat
2015_01108.jpg,635,145,895,344,boat
2015_03343.jpg,139,195,356,525,cat
2015_00096.jpg,142,113,465,398,bicycle
2015_00096.jpg,405,187,613,358,bicycle
2015_03451.jpg,312,208,1011,675,cat
2015_00925.jpg,55,9,309,230,boat
2015_01138.jpg,50,260,590,503,boat
2015_00187.jpg,173,310,526,681,bicycle
2015_00187.jpg,46,242,292,415,car
2015_00187.jpg,197,244,671,423,car
2015_00187.jpg,866,223,970,400,motorbike
2015_00187.jpg,853,196,974,386,people
2015_00187.jpg,329,220,592,575,motorbike
2015_00187.jpg,375,174,585,535,people
2015_00187.jpg,238,90,510,606,people
2015_00594.jpg,236,170,399,302,bicycle
2015_00594.jpg,259,108,363,271,people
2015_00260.jpg,773,358,992,533,bicycle
2015_00260.jpg,236,355,356,443,bicycle
2015_03658.jpg,32,29,398,164,cat
2015_01356.jpg,301,191,353,314,bottle
2015_01356.jpg,347,142,390,314,bottle
2015_01356.jpg,381,148,439,309,bottle
2015_01356.jpg,12,283,561,465,table
2015_01208.jpg,142,40,351,310,boat
2015_01872.png,268,233,409,300,bottle
2015_01872.png,492,291,601,385,bottle
2015_01872.png,349,162,441,238,bottle
2015_01872.png,261,118,348,158,bottle
2015_01872.png,54,73,155,136,bottle
2015_01872.png,145,65,234,102,bottle
2015_01149.jpg,393,405,546,588,boat
2015_01149.jpg,20,27,326,507,boat
2015_01149.jpg,679,497,982,627,boat
2015_01149.jpg,820,460,997,559,boat
2015_00856.jpg,92,199,172,257,boat
2015_00856.jpg,169,172,239,216,boat
2015_00856.jpg,41,128,63,181,people
2015_01034.jpg,503,49,1016,612,boat
2015_01605.jpg,131,361,172,456,bottle
2015_01605.jpg,296,204,380,399,people
2015_01605.jpg,141,282,237,467,people
2015_01605.jpg,14,254,173,472,people
2015_01605.jpg,326,181,592,475,people
2015_01387.jpg,245,248,296,375,bottle
2015_01387.jpg,346,211,398,370,bottle
2015_01387.jpg,405,281,467,377,cup
2015_01387.jpg,300,279,361,377,cup
2015_01387.jpg,875,191,970,326,chair
2015_01387.jpg,14,235,202,527,table
2015_01387.jpg,100,335,574,667,table
2015_01387.jpg,177,289,541,341,table
2015_01387.jpg,191,240,729,551,table
2015_00256.jpg,94,136,205,302,bicycle
2015_00859.jpg,180,100,338,250,boat
2015_00859.jpg,368,159,423,212,boat
2015_00859.jpg,21,3,182,225,boat
2015_00901.jpg,53,367,282,541,boat
2015_00394.jpg,154,199,292,288,bicycle
2015_00394.jpg,14,278,278,425,bicycle
2015_00394.jpg,460,213,579,310,bicycle
2015_00394.jpg,311,123,429,192,bicycle
2015_00394.jpg,182,152,354,273,car
2015_00394.jpg,389,168,519,283,car
2015_00394.jpg,27,140,77,200,people
2015_00394.jpg,65,150,112,203,people
2015_00394.jpg,144,139,194,216,people
2015_00394.jpg,184,148,255,255,people
2015_00394.jpg,48,144,202,416,people
2015_00394.jpg,332,145,384,293,people
2015_00394.jpg,505,137,576,329,people
2015_00394.jpg,559,167,600,205,car
2015_00394.jpg,555,142,610,178,bus
2015_03284.jpg,162,364,190,378,cat
2015_00170.jpg,151,262,395,362,bicycle
2015_00170.jpg,293,256,628,415,bicycle
2015_00178.jpg,2,14,631,441,bicycle
2015_01004.jpg,154,160,234,197,boat
2015_01004.jpg,469,42,603,203,boat
2015_01004.jpg,316,154,397,188,boat
2015_03393.jpg,368,460,586,646,cat
2015_00668.jpg,270,278,398,386,boat
2015_00668.jpg,58,294,211,446,boat
2015_03762.jpg,167,36,392,423,cat
2015_00649.png,831,301,1177,497,bicycle
2015_00649.png,407,318,577,422,bicycle
2015_01489.jpg,206,359,245,436,bottle
2015_01489.jpg,249,352,281,420,bottle
2015_01489.jpg,292,306,314,342,bottle
2015_01489.jpg,330,310,347,348,bottle
2015_01489.jpg,353,312,371,352,bottle
2015_01489.jpg,406,324,428,364,bottle
2015_01489.jpg,419,351,457,403,bottle
2015_01489.jpg,462,347,498,399,bottle
2015_01489.jpg,486,378,518,440,bottle
2015_01489.jpg,515,363,545,444,bottle
2015_01489.jpg,542,373,572,434,bottle
2015_01489.jpg,589,372,618,445,bottle
2015_01489.jpg,77,349,165,419,bottle
2015_00618.jpg,259,265,387,385,bicycle
2015_00618.jpg,382,247,469,347,bicycle
2015_00618.jpg,143,243,198,305,chair
2015_01556.jpg,182,216,281,482,bottle
2015_01556.jpg,290,214,392,472,bottle
2015_01556.jpg,322,324,441,534,bottle
2015_01556.jpg,136,359,192,441,cup
2015_01556.jpg,7,353,68,432,cup
2015_01556.jpg,444,429,479,579,cup
2015_01556.jpg,35,49,249,375,people
2015_01829.jpg,498,13,638,366,bottle
2015_01829.jpg,592,296,704,433,cup
2015_01829.jpg,630,55,798,254,table
2015_01829.jpg,5,238,796,590,table
2015_00515.jpg,300,627,644,884,bicycle
2015_03290.jpg,266,217,354,289,cat
2015_03290.jpg,377,259,496,318,cat
2015_03290.jpg,263,298,422,367,cat
2015_03290.jpg,120,240,194,324,cat
2015_03290.jpg,429,207,470,242,cat
2015_03321.jpg,114,95,623,457,cat
2015_03321.jpg,514,36,573,125,cup
2015_01135.jpg,114,232,172,269,boat
2015_01135.jpg,277,61,467,242,boat
2015_01135.jpg,146,236,166,253,people
2015_00225.jpg,272,256,529,443,bicycle
2015_00225.jpg,127,176,196,342,people
2015_00225.jpg,341,178,480,431,people
2015_00415.jpg,232,272,287,358,bicycle
2015_00415.jpg,300,279,368,412,bicycle
2015_00415.jpg,486,280,617,412,bicycle
2015_00415.jpg,186,251,219,276,car
2015_00415.jpg,240,226,289,343,people
2015_00415.jpg,290,211,383,395,people
2015_00415.jpg,507,193,600,386,people
2015_00415.jpg,78,242,112,317,people
2015_00415.jpg,45,217,94,385,people
2015_00415.jpg,4,195,90,415,people
2015_00415.jpg,95,224,181,393,people
2015_00415.jpg,213,172,473,320,bus
2015_01647.jpg,180,219,204,294,bottle
2015_01647.jpg,216,254,234,300,cup
2015_01647.jpg,400,248,417,268,cup
2015_01647.jpg,16,249,240,419,chair
2015_01647.jpg,4,326,53,420,chair
2015_01647.jpg,292,256,499,422,chair
2015_01647.jpg,472,248,624,419,chair
2015_01647.jpg,180,259,461,421,table
2015_01647.jpg,81,177,249,418,people
2015_01647.jpg,188,195,268,271,people
2015_01647.jpg,265,186,351,399,people
2015_01647.jpg,355,197,446,274,people
2015_01647.jpg,440,164,575,413,people
2015_01013.jpg,86,291,441,595,boat
2015_00465.jpeg,197,194,471,405,bicycle
2015_00465.jpeg,460,167,634,297,bicycle
2015_00465.jpeg,271,61,436,367,people
2015_00465.jpeg,490,73,623,291,people
2015_00758.jpg,285,266,410,308,boat
2015_00758.jpg,192,236,228,249,boat
2015_00758.jpg,533,235,571,248,boat
2015_00320.jpg,205,340,275,429,bicycle
2015_00320.jpg,212,304,260,404,people
2015_00320.jpg,26,285,54,305,car
2015_00320.jpg,153,296,209,332,car
2015_00320.jpg,293,299,375,344,car
2015_00332.jpg,33,162,314,387,bicycle
2015_00332.jpg,211,51,249,165,people
2015_00332.jpg,175,93,203,140,people
2015_00332.jpg,141,85,173,160,people
2015_00332.jpg,172,112,206,155,chair
2015_00332.jpg,313,99,381,179,motorbike
2015_00543.jpg,250,152,631,445,bicycle
2015_01600.jpg,161,50,363,600,bottle
2015_03645.jpg,25,159,499,829,cat
2015_01067.png,232,332,660,488,boat
2015_01315.png,459,76,936,530,boat
2015_01315.png,765,185,882,303,people
2015_01315.png,549,239,644,315,people
2015_03766.jpg,223,92,348,210,cat
2015_03766.jpg,10,12,220,378,chair
2015_00258.jpg,199,270,256,353,bicycle
2015_00258.jpg,197,225,254,332,people
2015_00167.jpg,57,343,137,511,bicycle
2015_00167.jpg,154,377,248,525,bicycle
2015_00167.jpg,383,423,481,552,bicycle
2015_03728.jpg,343,16,875,581,cat
2015_03221.jpg,145,219,850,860,cat
2015_00920.jpg,244,167,392,396,boat
2015_00920.jpg,419,339,475,410,boat
2015_01523.jpg,326,29,487,492,bottle
2015_03188.jpg,212,356,244,404,cat
2015_03188.jpg,239,374,302,406,cat
2015_03253.jpg,8,43,399,450,cat
2015_01302.jpg,230,395,310,474,boat
2015_01302.jpg,399,404,511,462,boat
2015_01302.jpg,413,436,637,579,boat
2015_01837.jpg,59,26,258,590,bottle
2015_01837.jpg,232,133,397,601,cup
2015_01780.jpg,517,146,661,499,bottle
2015_00435.jpg,29,77,942,695,bicycle
2015_03571.jpg,15,276,765,901,cat
2015_00139.jpg,4,126,242,331,bicycle
2015_01643.jpg,274,307,301,369,bottle
2015_01643.jpg,254,347,327,402,table
2015_01643.jpg,289,233,359,351,people
2015_01643.jpg,340,225,438,374,people
2015_01643.jpg,364,324,481,472,people
2015_01643.jpg,442,297,578,428,people
2015_01643.jpg,520,303,639,475,people
2015_01643.jpg,12,263,308,385,chair
2015_01144.jpg,169,636,449,812,boat
2015_01144.jpg,193,574,271,601,boat
2015_01144.jpg,666,512,731,540,boat
2015_00582.jpg,125,228,273,520,bicycle
2015_00582.jpg,296,399,402,539,bicycle
2015_03498.jpg,261,55,763,800,cat
2015_01091.jpg,497,451,1088,726,boat
2015_01819.JPEG,105,52,225,466,bottle
2015_03059.jpg,127,397,180,424,cat
2015_03059.jpg,169,300,193,339,chair
2015_03059.jpg,147,303,174,340,chair
2015_03059.jpg,4,348,97,472,chair
2015_03059.jpg,26,278,149,466,people
2015_01180.JPEG,118,80,231,193,boat
2015_01180.JPEG,131,83,167,149,people
2015_00658.jpg,53,341,222,436,boat
2015_00658.jpg,152,332,202,382,people
2015_00707.jpg,353,255,455,310,boat
2015_00707.jpg,520,242,564,258,boat
2015_00707.jpg,208,246,252,260,boat
2015_00707.jpg,167,234,196,251,boat
2015_00707.jpg,304,240,331,254,boat
2015_03138.jpg,26,327,304,635,cat
2015_03409.jpg,274,392,462,673,cat
2015_03409.jpg,516,285,712,359,car
2015_00624.jpg,318,335,650,768,bicycle
2015_01560.jpg,164,167,225,334,bottle
2015_01560.jpg,131,47,470,420,people
2015_01768.jpg,208,88,344,567,bottle
2015_01768.jpg,247,208,439,633,bottle
2015_01768.jpg,10,187,177,628,bottle
2015_03619.JPEG,200,82,465,287,cat
2015_03619.JPEG,14,29,263,198,cat
2015_03227.jpg,207,323,250,358,cat
2015_03207.jpg,163,417,215,466,cat
2015_00770.jpg,30,313,169,407,boat
2015_00770.jpg,202,283,259,323,boat
2015_00770.jpg,257,233,298,277,boat
2015_00770.jpg,153,235,167,267,people
2015_00770.jpg,214,228,226,254,people
2015_01338.jpg,151,62,266,495,bottle
2015_01338.jpg,116,49,188,262,bottle
2015_01338.jpg,30,309,174,495,cup
2015_01338.jpg,6,111,86,258,cup
2015_03229.jpg,154,109,417,350,cat
2015_00585.jpg,14,104,173,247,bicycle
2015_00585.jpg,90,13,169,236,people
2015_00585.jpg,343,57,368,102,people
2015_00585.jpg,342,89,366,119,bicycle
2015_01256.jpg,422,411,546,517,boat
2015_00034.jpg,150,126,291,304,bicycle
2015_00034.jpg,153,16,303,266,people
2015_00716.jpg,60,64,178,232,boat
2015_00716.jpg,237,32,368,235,boat
2015_00716.jpg,370,206,467,259,boat
2015_03760.jpg,273,168,324,256,cat
2015_03326.jpg,354,58,635,425,cat
2015_00764.jpg,26,256,133,319,boat
2015_00764.jpg,148,244,226,283,boat
2015_00764.jpg,340,242,390,282,boat
2015_00764.jpg,262,226,297,250,boat
2015_00756.jpg,209,135,382,305,boat
2015_00756.jpg,227,207,252,279,people
2015_00756.jpg,326,244,365,282,people
2015_00838.jpg,149,174,461,280,boat
2015_00652.jpg,210,313,410,441,bicycle
2015_00652.jpg,276,250,313,297,people
2015_00652.jpg,250,252,283,336,people
2015_00652.jpg,139,253,191,368,people
2015_00652.jpg,86,266,138,403,people
2015_00652.jpg,357,233,411,406,people
2015_00652.jpg,401,240,461,367,people
2015_00652.jpg,269,233,368,439,people
2015_00414.jpg,415,234,450,285,bicycle
2015_00414.jpg,366,209,414,358,people
2015_00414.jpg,530,231,580,278,motorbike
2015_00414.jpg,2,216,53,241,car
2015_00414.jpg,177,201,314,241,bus
2015_00971.jpg,32,125,295,298,boat
2015_00084.jpg,142,242,414,402,bicycle
2015_00084.jpg,213,151,345,399,people
2015_00653.jpg,94,141,251,196,boat
2015_01873.png,259,221,318,283,bottle
2015_01873.png,223,264,319,301,bottle
2015_01012.jpg,391,438,619,588,boat
2015_01012.jpg,186,429,449,566,boat
2015_01012.jpg,56,422,284,538,boat
2015_01012.jpg,244,373,272,396,boat
2015_01012.jpg,176,368,252,403,boat
2015_00080.jpg,72,155,220,315,bicycle
2015_00080.jpg,125,77,214,278,people
2015_00080.jpg,258,56,326,138,people
2015_00744.jpg,108,137,321,256,boat
2015_01334.jpg,277,137,333,283,bottle
2015_01334.jpg,366,149,417,308,bottle
2015_01334.jpg,3,5,70,73,people
2015_01334.jpg,4,24,270,341,people
2015_01334.jpg,388,8,486,72,bottle
2015_01334.jpg,370,94,440,146,cup
2015_01334.jpg,424,120,497,158,cup
2015_01334.jpg,289,113,352,133,cup
2015_01334.jpg,284,49,351,89,cup
2015_01334.jpg,453,218,498,277,cup
2015_00150.jpg,61,273,381,482,bicycle
2015_00150.jpg,406,277,590,426,bicycle
2015_01390.jpg,129,53,300,419,bottle
2015_00875.jpg,30,317,158,403,boat
2015_00875.jpg,3,356,86,423,boat
2015_00875.jpg,85,285,193,328,boat
2015_01087.jpg,264,313,393,368,boat
2015_01087.jpg,343,313,370,343,people
2015_01859.png,993,21,1102,345,bottle
2015_01859.png,1115,51,1210,334,bottle
2015_01859.png,1196,22,1267,328,bottle
2015_01859.png,950,13,1029,340,bottle
2015_01859.png,1057,7,1137,343,bottle
2015_01859.png,685,322,730,433,bottle
2015_01859.png,592,157,680,287,bottle
2015_01859.png,357,170,456,260,bottle
2015_01859.png,344,152,690,696,people
