image,xmin,ymin,xmax,ymax,class_name
2015_06347.jpg,103,178,151,370,people
2015_06347.jpg,329,188,392,303,people
2015_06347.jpg,324,246,385,393,people
2015_06347.jpg,271,161,351,388,people
2015_03869.jpg,413,267,493,384,chair
2015_03869.jpg,501,265,581,396,chair
2015_03869.jpg,459,267,620,383,table
2015_03869.jpg,194,166,241,360,people
2015_03869.jpg,433,174,481,265,people
2015_03869.jpg,397,181,428,261,people
2015_03869.jpg,382,177,406,229,people
2015_03869.jpg,354,180,391,264,people
2015_03869.jpg,329,178,356,261,people
2015_03869.jpg,278,171,342,319,people
2015_01906.jpg,171,70,539,366,bus
2015_01906.jpg,515,213,592,312,car
2015_01906.jpg,6,248,130,357,car
2015_00525.jpg,121,313,442,629,bicycle
2015_00525.jpg,416,295,621,574,bicycle
2015_00525.jpg,571,263,742,506,bicycle
2015_00352.jpg,206,34,341,258,bicycle
2015_00352.jpg,507,101,638,263,bicycle
2015_02407.jpg,65,206,212,325,car
2015_02407.jpg,182,201,229,244,car
2015_02407.jpg,282,197,350,248,car
2015_01898.jpg,11,89,727,528,bus
2015_01898.jpg,443,224,533,339,people
2015_01898.jpg,526,253,627,378,people
2015_05757.jpg,27,139,264,454,motorbike
2015_05757.jpg,168,69,343,407,people
2015_00450.jpg,360,188,595,493,bicycle
2015_00450.jpg,192,190,267,313,bicycle
2015_00450.jpg,377,21,594,427,people
2015_06288.jpg,175,341,240,505,people
2015_06303.jpg,402,231,447,338,people
2015_06303.jpg,370,225,414,341,people
2015_03077.jpg,179,318,199,357,cat
2015_06362.jpg,527,386,570,479,people
2015_06362.jpg,483,393,534,536,people
2015_06362.jpg,436,380,483,530,people
2015_06362.jpg,259,392,323,619,people
2015_06362.jpg,309,392,398,644,people
2015_06362.jpg,385,362,481,678,people
2015_06362.jpg,514,445,645,721,people
2015_06362.jpg,615,370,700,677,people
2015_03851.jpg,97,174,330,567,chair
2015_00216.jpg,20,214,187,479,bicycle
2015_03839.jpg,10,234,406,624,chair
2015_03839.jpg,44,65,422,560,people
2015_00219.jpg,271,327,380,488,bicycle
2015_00219.jpg,312,282,391,424,motorbike
2015_00214.jpg,13,253,331,494,bicycle
2015_00214.jpg,6,226,97,296,bicycle
2015_00152.jpg,288,160,465,464,bicycle
2015_00152.jpg,3,88,263,284,bicycle
2015_00152.jpg,283,2,450,344,people
2015_02428.jpg,303,198,426,285,car
2015_06344.jpg,434,145,594,469,people
2015_03837.jpg,216,229,285,345,chair
2015_00334.jpg,86,386,236,477,bicycle
2015_00334.jpg,263,377,323,432,bicycle
2015_00334.jpg,45,377,167,450,bicycle
2015_00334.jpg,271,344,309,428,people
2015_00334.jpg,217,346,246,411,people
2015_00334.jpg,148,333,200,447,people
2015_00334.jpg,91,335,143,451,people
2015_00334.jpg,317,347,360,371,car
2015_00334.jpg,530,343,635,391,car
2015_00334.jpg,380,345,572,424,car
2015_00650.jpg,54,493,372,871,bicycle
2015_00650.jpg,428,571,456,617,people
2015_00650.jpg,453,569,484,641,people
2015_00650.jpg,480,568,505,628,people
2015_03062.jpg,132,93,526,708,cat
2015_00612.jpg,8,598,407,1185,bicycle
2015_00612.jpg,620,487,656,576,people
2015_00612.jpg,575,491,623,575,bicycle
2015_04435.jpg,247,250,295,284,cup
2015_04435.jpg,235,129,375,276,chair
2015_04435.jpg,440,247,639,412,chair
2015_04435.jpg,8,202,419,414,table
2015_00121.jpg,67,199,286,346,bicycle
2015_00121.jpg,81,117,227,315,people
2015_00317.jpg,201,16,631,468,bicycle
2015_02420.jpg,2,340,68,385,car
2015_02420.jpg,32,350,269,451,car
2015_00096.jpg,142,113,465,398,bicycle
2015_00096.jpg,405,187,613,358,bicycle
2015_04961.jpg,51,43,496,425,dog
2015_00187.jpg,173,310,526,681,bicycle
2015_00187.jpg,46,242,292,415,car
2015_00187.jpg,197,244,671,423,car
2015_00187.jpg,866,223,970,400,motorbike
2015_00187.jpg,853,196,974,386,people
2015_00187.jpg,329,220,592,575,motorbike
2015_00187.jpg,375,174,585,535,people
2015_00187.jpg,238,90,510,606,people
2015_00594.jpg,236,170,399,302,bicycle
2015_00594.jpg,259,108,363,271,people
2015_00260.jpg,773,358,992,533,bicycle
2015_00260.jpg,236,355,356,443,bicycle
2015_04965.jpg,635,343,760,651,people
2015_04965.jpg,567,343,669,636,people
2015_04965.jpg,412,365,466,458,people
2015_04965.jpg,743,381,823,429,car
2015_04965.jpg,511,532,619,619,dog
2015_04425.jpg,24,224,72,286,cup
2015_04425.jpg,185,254,231,318,cup
2015_04425.jpg,60,234,106,331,bottle
2015_04425.jpg,236,88,484,300,people
2015_04425.jpg,3,3,159,261,people
2015_06267.jpg,43,76,328,364,people
2015_06267.jpg,8,82,469,364,chair
2015_00256.jpg,94,136,205,302,bicycle
2015_01880.png,8,271,279,425,bus
2015_01880.png,281,349,296,394,people
2015_00394.jpg,154,199,292,288,bicycle
2015_00394.jpg,14,278,278,425,bicycle
2015_00394.jpg,460,213,579,310,bicycle
2015_00394.jpg,311,123,429,192,bicycle
2015_00394.jpg,182,152,354,273,car
2015_00394.jpg,389,168,519,283,car
2015_00394.jpg,27,140,77,200,people
2015_00394.jpg,65,150,112,203,people
2015_00394.jpg,144,139,194,216,people
2015_00394.jpg,184,148,255,255,people
2015_00394.jpg,48,144,202,416,people
2015_00394.jpg,332,145,384,293,people
2015_00394.jpg,505,137,576,329,people
2015_00394.jpg,559,167,600,205,car
2015_00394.jpg,555,142,610,178,bus
2015_00170.jpg,151,262,395,362,bicycle
2015_00170.jpg,293,256,628,415,bicycle
2015_00178.jpg,2,14,631,441,bicycle
2015_00668.jpg,270,278,398,386,boat
2015_00668.jpg,58,294,211,446,boat
2015_03823.jpg,62,301,178,439,chair
2015_00649.png,831,301,1177,497,bicycle
2015_00649.png,407,318,577,422,bicycle
2015_00618.jpg,259,265,387,385,bicycle
2015_00618.jpg,382,247,469,347,bicycle
2015_00618.jpg,143,243,198,305,chair
2015_00515.jpg,300,627,644,884,bicycle
2015_06858.jpg,56,215,162,349,chair
2015_06858.jpg,206,218,325,366,chair
2015_06858.jpg,302,139,379,214,chair
2015_06858.jpg,407,129,497,194,chair
2015_06858.jpg,352,165,415,222,table
2015_06858.jpg,23,189,304,348,table
2015_03849.jpg,434,351,490,410,chair
2015_03849.jpg,483,369,573,452,chair
2015_04966.jpg,218,232,286,278,dog
2015_00225.jpg,272,256,529,443,bicycle
2015_00225.jpg,127,176,196,342,people
2015_00225.jpg,341,178,480,431,people
2015_00415.jpg,232,272,287,358,bicycle
2015_00415.jpg,300,279,368,412,bicycle
2015_00415.jpg,486,280,617,412,bicycle
2015_00415.jpg,186,251,219,276,car
2015_00415.jpg,240,226,289,343,people
2015_00415.jpg,290,211,383,395,people
2015_00415.jpg,507,193,600,386,people
2015_00415.jpg,78,242,112,317,people
2015_00415.jpg,45,217,94,385,people
2015_00415.jpg,4,195,90,415,people
2015_00415.jpg,95,224,181,393,people
2015_00415.jpg,213,172,473,320,bus
2015_00465.jpeg,197,194,471,405,bicycle
2015_00465.jpeg,460,167,634,297,bicycle
2015_00465.jpeg,271,61,436,367,people
2015_00465.jpeg,490,73,623,291,people
2015_03043.jpg,96,227,175,363,cat
2015_03043.jpg,15,313,348,491,chair
2015_02414.jpg,11,234,178,346,car
2015_02414.jpg,176,225,255,288,car
2015_02414.jpg,240,218,288,260,car
2015_02414.jpg,357,212,384,285,people
2015_02414.jpg,389,210,420,286,people
2015_02414.jpg,414,216,443,303,people
2015_02414.jpg,107,201,121,242,people
2015_02414.jpg,438,238,479,293,chair
2015_02414.jpg,139,215,166,236,chair
2015_00320.jpg,205,340,275,429,bicycle
2015_00320.jpg,212,304,260,404,people
2015_00320.jpg,26,285,54,305,car
2015_00320.jpg,153,296,209,332,car
2015_00320.jpg,293,299,375,344,car
2015_00332.jpg,33,162,314,387,bicycle
2015_00332.jpg,211,51,249,165,people
2015_00332.jpg,175,93,203,140,people
2015_00332.jpg,141,85,173,160,people
2015_00332.jpg,172,112,206,155,chair
2015_00332.jpg,313,99,381,179,motorbike
2015_00543.jpg,250,152,631,445,bicycle
2015_00258.jpg,199,270,256,353,bicycle
2015_00258.jpg,197,225,254,332,people
2015_00167.jpg,57,343,137,511,bicycle
2015_00167.jpg,154,377,248,525,bicycle
2015_00167.jpg,383,423,481,552,bicycle
2015_00435.jpg,29,77,942,695,bicycle
2015_01899.jpg,157,222,603,533,bus
2015_01899.jpg,173,302,256,555,people
2015_01899.jpg,101,376,175,561,people
2015_01899.jpg,26,354,97,523,people
2015_00139.jpg,4,126,242,331,bicycle
2015_00582.jpg,125,228,273,520,bicycle
2015_00582.jpg,296,399,402,539,bicycle
2015_01879.jpg,75,106,282,209,bus
2015_01879.jpg,336,121,369,229,people
2015_03059.jpg,127,397,180,424,cat
2015_03059.jpg,169,300,193,339,chair
2015_03059.jpg,147,303,174,340,chair
2015_03059.jpg,4,348,97,472,chair
2015_03059.jpg,26,278,149,466,people
2015_00658.jpg,53,341,222,436,boat
2015_00658.jpg,152,332,202,382,people
2015_00624.jpg,318,335,650,768,bicycle
2015_03835.jpg,168,189,278,347,chair
2015_03835.jpg,322,94,393,318,people
2015_03828.jpg,298,156,379,266,chair
2015_01338.jpg,151,62,266,495,bottle
2015_01338.jpg,116,49,188,262,bottle
2015_01338.jpg,30,309,174,495,cup
2015_01338.jpg,6,111,86,258,cup
2015_00585.jpg,14,104,173,247,bicycle
2015_00585.jpg,90,13,169,236,people
2015_00585.jpg,343,57,368,102,people
2015_00585.jpg,342,89,366,119,bicycle
2015_00034.jpg,150,126,291,304,bicycle
2015_00034.jpg,153,16,303,266,people
2015_06863.jpg,11,176,173,322,table
2015_06863.jpg,180,258,436,372,table
2015_06863.jpg,126,143,207,287,chair
2015_06863.jpg,268,137,376,282,chair
2015_06853.jpg,10,205,202,366,chair
2015_06853.jpg,195,235,398,364,table
2015_00652.jpg,210,313,410,441,bicycle
2015_00652.jpg,276,250,313,297,people
2015_00652.jpg,250,252,283,336,people
2015_00652.jpg,139,253,191,368,people
2015_00652.jpg,86,266,138,403,people
2015_00652.jpg,357,233,411,406,people
2015_00652.jpg,401,240,461,367,people
2015_00652.jpg,269,233,368,439,people
2015_00414.jpg,415,234,450,285,bicycle
2015_00414.jpg,366,209,414,358,people
2015_00414.jpg,530,231,580,278,motorbike
2015_00414.jpg,2,216,53,241,car
2015_00414.jpg,177,201,314,241,bus
2015_00084.jpg,142,242,414,402,bicycle
2015_00084.jpg,213,151,345,399,people
2015_06270.jpg,356,161,410,282,people
2015_06270.jpg,393,167,455,202,car
2015_00653.jpg,94,141,251,196,boat
2015_00080.jpg,72,155,220,315,bicycle
2015_00080.jpg,125,77,214,278,people
2015_00080.jpg,258,56,326,138,people
2015_03858.jpg,282,168,379,282,people
2015_03858.jpg,223,210,297,271,table
2015_03858.jpg,169,259,304,313,table
2015_03858.jpg,76,199,205,319,chair
2015_03858.jpg,281,196,418,300,chair
2015_01334.jpg,277,137,333,283,bottle
2015_01334.jpg,366,149,417,308,bottle
2015_01334.jpg,3,5,70,73,people
2015_01334.jpg,4,24,270,341,people
2015_01334.jpg,388,8,486,72,bottle
2015_01334.jpg,370,94,440,146,cup
2015_01334.jpg,424,120,497,158,cup
2015_01334.jpg,289,113,352,133,cup
2015_01334.jpg,284,49,351,89,cup
2015_01334.jpg,453,218,498,277,cup
2015_00150.jpg,61,273,381,482,bicycle
2015_00150.jpg,406,277,590,426,bicycle
2015_04962.jpg,127,174,178,265,dog
2015_04962.jpg,165,181,224,257,dog
2015_04962.jpg,213,217,305,291,dog
2015_04962.jpg,279,189,353,279,dog
2015_04962.jpg,352,213,455,310,dog
2015_04962.jpg,433,239,554,339,dog
2015_04962.jpg,544,236,630,338,dog
2015_04962.jpg,12,81,67,218,people
2015_00520.jpg,176,215,884,648,bicycle
2015_00520.jpg,70,303,197,402,car
2015_00520.jpg,287,316,528,387,car
2015_00103.jpg,251,289,334,419,bicycle
2015_00103.jpg,209,235,240,294,people
2015_00103.jpg,347,236,372,291,people
2015_00103.jpg,251,228,330,404,people
2015_00103.jpg,362,232,489,295,car
2015_00025.jpg,321,196,561,375,bicycle
2015_00025.jpg,36,212,132,300,bicycle
2015_00025.jpg,485,199,622,242,bicycle
2015_00025.jpg,226,190,247,242,people
2015_00025.jpg,248,191,287,243,people
2015_00025.jpg,20,162,105,285,people
2015_00025.jpg,311,86,489,339,people
2015_00037.jpg,249,305,437,419,bicycle
2015_05746.jpg,379,43,467,208,people
2015_05746.jpg,94,17,420,259,motorbike
2015_00461.jpg,246,512,459,656,bicycle
2015_00461.jpg,587,492,623,524,car
2015_00461.jpg,315,469,406,635,people
2015_04436.jpg,40,101,104,187,cup
2015_04436.jpg,11,165,115,250,cup
2015_04436.jpg,183,96,234,198,cup
2015_04436.jpg,195,176,300,266,cup
2015_01900.jpg,79,88,577,427,bus
2015_03795.jpg,62,120,368,482,chair
2015_03795.jpg,76,157,364,491,people
2015_06351.jpg,69,192,129,382,people
2015_06867.jpg,169,158,374,333,table
2015_06867.jpg,151,133,221,202,chair
2015_06867.jpg,124,137,206,213,chair
2015_06867.jpg,91,150,211,328,chair
2015_06867.jpg,327,131,394,200,chair
2015_06867.jpg,347,138,419,221,chair
2015_06867.jpg,336,149,459,332,chair
2015_00509.jpg,106,84,540,446,bicycle
2015_00509.jpg,4,41,270,249,bicycle
2015_00253.jpg,183,176,256,296,bicycle
2015_00253.jpg,10,125,120,213,car
2015_00253.jpg,260,136,310,172,car
2015_00253.jpg,312,126,351,227,people
2015_00253.jpg,363,121,410,245,people
2015_00253.jpg,181,111,255,276,people
2015_00016.jpg,83,241,343,419,bicycle
2015_06298.jpg,280,187,342,334,people
2015_06298.jpg,354,179,425,362,people
2015_06298.jpg,490,187,526,288,people
2015_06298.jpg,550,198,587,290,people
2015_06298.jpg,597,210,635,302,people
2015_03067.jpg,585,169,714,263,cat
2015_03067.jpg,613,9,717,92,table
2015_02427.jpg,282,176,347,212,car
2015_02427.jpg,256,165,301,191,car
2015_02427.jpg,192,163,235,189,car
2015_02427.jpg,155,164,192,187,car
2015_02427.jpg,407,168,442,193,car
2015_02427.jpg,86,163,137,189,car
2015_06297.jpg,234,33,299,99,people
2015_06297.jpg,311,44,360,129,people
2015_06297.jpg,433,58,496,167,people
2015_06297.jpg,301,20,473,323,people
2015_06297.jpg,97,45,142,102,people
2015_06297.jpg,23,26,151,277,people
2015_06297.jpg,136,4,329,319,people
2015_06855.jpg,9,193,86,278,table
2015_06855.jpg,32,284,137,443,cup
2015_06855.jpg,6,232,98,483,table
2015_06855.jpg,45,13,367,492,table
2015_00343.jpg,96,361,330,753,bicycle
2015_00343.jpg,94,235,218,518,people
2015_00343.jpg,219,196,424,643,people
2015_00365.jpg,242,125,320,258,bicycle
2015_00365.jpg,256,210,375,407,bicycle
2015_00365.jpg,191,63,242,220,people
2015_00324.jpg,65,315,269,505,bicycle
2015_00518.jpg,12,295,471,1086,bicycle
2015_04438.jpg,380,139,488,330,cup
2015_04437.jpg,6,78,539,498,cup
2015_00637.jpg,207,308,302,372,bicycle
2015_00637.jpg,183,277,202,318,people
2015_00637.jpg,232,278,264,356,people
2015_00637.jpg,46,283,77,353,people
2015_00637.jpg,19,285,47,351,people
2015_03805.jpg,120,211,184,298,chair
2015_03805.jpg,197,216,269,307,chair
2015_03805.jpg,155,212,232,299,table
2015_00089.jpg,2,9,275,422,bicycle
2015_00089.jpg,566,256,633,303,bicycle
2015_00089.jpg,505,260,574,299,bicycle
2015_00089.jpg,457,262,506,296,bicycle
2015_00144.jpg,144,116,349,306,bicycle
2015_00144.jpg,178,33,322,285,people
2015_00561.jpg,103,100,158,179,bicycle
2015_00561.jpg,107,57,157,166,people
2015_04959.jpg,341,280,470,391,dog
2015_00173.jpg,77,233,223,555,bicycle
2015_00173.jpg,93,105,306,485,people
2015_00351.jpg,253,189,369,293,bicycle
2015_00351.jpg,379,191,478,254,car
2015_00501.jpg,152,243,736,641,bicycle
2015_00501.jpg,284,200,431,395,people
2015_00501.jpg,661,198,738,322,people
2015_00558.jpg,413,174,832,556,bicycle
2015_00558.jpg,175,190,428,533,bicycle
2015_00558.jpg,3,260,221,502,bicycle
2015_03078.jpg,233,289,271,315,cat
2015_03078.jpg,22,250,103,344,bicycle
2015_00363.jpg,62,28,472,361,bicycle
2015_06333.jpg,13,96,207,415,people
2015_06333.jpg,334,141,365,233,people
2015_06333.jpg,350,141,391,235,people
2015_06333.jpg,153,60,415,422,people
2015_06333.jpg,418,129,476,308,people
2015_06333.jpg,513,147,542,224,people
2015_06333.jpg,519,130,576,258,people
2015_06295.jpg,99,192,189,391,people
2015_06295.jpg,239,199,289,314,people
2015_06295.jpg,332,189,447,256,car
2015_06295.jpg,295,180,336,298,people
2015_06295.jpg,186,186,210,257,people
2015_00185.jpg,79,5,583,299,bicycle
2015_00175.jpg,95,322,190,478,bicycle
2015_00226.jpg,231,215,404,334,bicycle
2015_00226.jpg,287,163,370,333,people
2015_00076.jpg,340,290,464,380,bicycle
2015_00076.jpg,526,286,621,338,bicycle
2015_00076.jpg,195,283,253,323,bicycle
2015_00076.jpg,2,289,126,351,bicycle
2015_00076.jpg,356,262,429,354,people
2015_00076.jpg,555,257,588,319,people
2015_03068.jpg,241,89,438,315,cat
2015_00492.jpg,181,313,406,663,bicycle
2015_03783.jpg,36,178,153,351,chair
2015_03783.jpg,265,191,380,288,table
2015_03783.jpg,349,157,496,356,chair
2015_03846.jpg,167,195,515,370,chair
2015_03846.jpg,123,163,168,285,people
2015_00533.jpg,13,499,167,629,bicycle
2015_00533.jpg,620,520,800,614,chair
2015_00533.jpg,85,433,147,618,people
2015_03820.jpg,12,346,100,461,chair
2015_03820.jpg,27,276,152,462,people
2015_03820.jpg,122,397,176,425,cat
2015_03820.jpg,168,303,192,336,chair
2015_03820.jpg,148,302,171,338,chair
2015_06276.jpg,120,195,162,245,people
2015_06276.jpg,24,200,50,251,people
2015_06276.jpg,4,201,61,440,people
2015_06276.jpg,69,227,153,474,people
2015_06276.jpg,214,188,253,248,people
2015_06276.jpg,266,183,303,246,people
2015_06276.jpg,341,182,379,235,people
2015_06276.jpg,456,170,537,453,people
2015_06276.jpg,374,171,466,473,people
2015_06276.jpg,288,197,373,433,people
2015_06276.jpg,224,204,301,450,people
2015_06276.jpg,131,176,227,477,people
2015_06276.jpg,548,174,601,317,people
2015_06276.jpg,606,176,638,285,people
2015_00614.jpg,269,73,510,465,bicycle
2015_06261.jpg,211,146,350,452,people
2015_06261.jpg,144,198,227,272,car
2015_00027.jpg,311,270,471,411,bicycle
2015_00027.jpg,22,275,196,381,bicycle
2015_00027.jpg,94,220,137,294,people
2015_00027.jpg,442,222,465,263,people
2015_00027.jpg,459,204,500,277,people
2015_00027.jpg,489,214,529,287,people
2015_00027.jpg,158,241,228,284,bicycle
2015_00248.jpg,216,155,561,371,bicycle
2015_00248.jpg,2,160,225,357,bicycle
2015_00498.jpg,151,691,563,959,bicycle
2015_00498.jpg,254,604,292,655,bicycle
2015_00498.jpg,458,595,530,633,bicycle
2015_00128.jpg,311,87,427,208,bicycle
2015_01344.jpg,254,170,281,234,bottle
2015_01344.jpg,202,182,233,257,bottle
2015_01344.jpg,301,195,329,242,bottle
2015_01344.jpg,152,186,179,226,cup
2015_01344.jpg,97,186,129,261,cup
2015_01344.jpg,7,203,63,328,cup
2015_01344.jpg,293,232,342,287,cup
2015_01344.jpg,282,261,346,373,cup
2015_01344.jpg,3,117,62,264,people
2015_01344.jpg,25,121,90,238,people
2015_01344.jpg,81,124,146,206,people
2015_01344.jpg,165,131,230,202,people
2015_01344.jpg,242,120,309,201,people
2015_01344.jpg,300,123,369,210,people
2015_01344.jpg,378,120,464,238,people
2015_01344.jpg,358,91,498,288,people
2015_01344.jpg,3,196,497,372,table
2015_00130.jpg,37,81,489,329,bicycle
2015_00495.jpg,151,96,301,245,bicycle
2015_06869.jpg,129,417,411,552,chair
2015_06869.jpg,311,406,478,505,table
2015_00388.jpg,264,431,336,524,bicycle
2015_00302.jpg,164,195,478,432,bicycle
2015_00302.jpg,186,101,436,377,people
2015_00179.jpg,150,255,304,477,bicycle
2015_00179.jpg,324,259,524,434,bicycle
2015_00179.jpg,512,262,608,408,bicycle
2015_00179.jpg,55,265,144,371,bicycle
2015_00179.jpg,12,213,57,356,people
2015_00179.jpg,332,158,425,454,people
2015_00179.jpg,453,163,540,423,people
2015_00179.jpg,610,221,639,374,people
2015_00448.jpg,166,364,539,700,bicycle
2015_00448.jpg,440,186,711,743,people
2015_06315.jpg,307,223,351,340,people
2015_06315.jpg,348,228,398,336,people
2015_06315.jpg,459,214,637,415,cat
2015_00341.jpg,330,209,618,400,bicycle
2015_06271.jpg,138,214,227,403,people
2015_00060.jpg,174,34,371,359,bicycle
2015_00060.jpg,466,53,541,97,car
2015_00042.jpg,255,119,634,422,bicycle
2015_00634.jpg,346,513,594,731,bicycle
2015_03813.jpg,336,374,519,634,chair
2015_03813.jpg,142,380,425,511,table
2015_04956.jpg,15,210,140,513,people
2015_04956.jpg,178,370,285,504,dog
2015_04956.jpg,127,415,237,530,dog
2015_00475.jpg,228,315,809,695,bicycle
2015_00621.jpg,796,393,888,508,bicycle
2015_06255.jpg,103,144,165,216,chair
2015_06255.jpg,233,74,336,115,car
2015_06255.jpg,158,71,228,267,people
2015_06255.jpg,240,85,300,217,people
2015_06255.jpg,325,65,354,127,people
2015_00616.jpg,539,304,764,631,bicycle
2015_00616.jpg,863,337,1036,630,bicycle
2015_00616.jpg,562,116,773,516,people
2015_00616.jpg,861,222,1028,557,people
2015_03069.jpg,49,103,380,407,cat
2015_00273.jpg,30,264,161,445,bicycle
2015_00273.jpg,180,211,205,255,bicycle
2015_00273.jpg,140,211,182,300,bicycle
2015_00273.jpg,227,188,242,223,people
2015_00273.jpg,257,201,299,246,people
2015_00273.jpg,315,201,344,247,people
2015_00273.jpg,338,201,375,253,people
2015_00273.jpg,361,204,397,281,people
2015_00273.jpg,396,197,421,235,people
2015_00273.jpg,413,199,460,250,people
2015_00273.jpg,266,250,316,324,chair
2015_00273.jpg,327,260,383,336,chair
2015_00273.jpg,468,246,520,321,chair
2015_00273.jpg,406,262,454,331,chair
2015_00273.jpg,425,246,475,313,table
2015_00273.jpg,300,252,379,322,table
2015_00273.jpg,83,181,160,266,car
2015_00273.jpg,35,195,134,287,car
2015_00273.jpg,3,206,92,396,car
2015_00018.jpg,57,249,307,403,bicycle
2015_00093.jpg,159,213,268,312,bicycle
2015_00093.jpg,414,216,485,289,bicycle
2015_00093.jpg,497,225,552,367,bicycle
2015_00093.jpg,332,200,356,253,people
2015_00093.jpg,309,194,330,246,people
2015_00093.jpg,290,195,312,249,people
2015_00093.jpg,358,188,380,246,people
2015_00093.jpg,383,212,416,249,bicycle
2015_00093.jpg,400,186,424,242,people
2015_00093.jpg,430,184,455,229,people
2015_00093.jpg,478,178,511,261,people
2015_00093.jpg,260,222,279,249,chair
2015_00093.jpg,281,222,298,253,chair
2015_03866.jpg,4,147,146,387,chair
2015_03866.jpg,384,128,521,335,chair
2015_00129.jpg,415,241,486,381,bicycle
2015_00129.jpg,409,217,484,347,people
2015_00129.jpg,555,205,636,286,car
2015_00114.jpg,216,236,285,341,bicycle
2015_00114.jpg,10,199,207,416,car
2015_00114.jpg,280,212,294,241,people
2015_00489.jpg,253,687,764,1023,bicycle
2015_00553.jpg,638,455,939,720,bicycle
2015_00335.jpg,213,325,352,483,bicycle
2015_00335.jpg,350,296,387,314,car
2015_00335.jpg,406,289,443,321,car
2015_00335.jpg,91,299,213,352,car
2015_00335.jpg,485,292,637,505,car
2015_00335.jpg,254,252,329,427,people
2015_00579.jpg,96,652,359,841,bicycle
